[INFO] [1775755132.052198305] [vehicle_control_string_builder]: Starting Vehicle Control String Builder Node
[INFO] [1775755132.061228518] [vehicle_control_string_builder]: Successfully loaded control codes
[INFO] [1775755156.430561993] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755157.430681458] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755158.433804530] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755159.433351586] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755160.434322464] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755161.431940962] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755162.433792937] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755163.431024097] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755164.430811110] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755165.434082227] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755166.430497202] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755167.429983984] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755168.430214143] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755169.430788242] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755170.430111009] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755171.433938104] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755172.431129325] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755173.432877681] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755174.432195601] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755175.431384402] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755176.430772382] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755177.430064833] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755178.430932161] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755179.437488415] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755180.433665896] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755181.436540701] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755182.430128361] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755183.430363290] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755184.430910789] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755185.431680622] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755186.431635088] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755187.429719253] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755188.431395429] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755189.429715631] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755190.437209586] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755191.434480476] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755192.432836982] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755193.435099089] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755194.433796600] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755195.431413615] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755196.433226059] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755197.433858647] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755198.433460789] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755199.430877070] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755200.433771542] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755201.433813797] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755202.433462975] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755203.434031572] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755204.435552182] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755205.433510922] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755206.435240685] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755207.433236762] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755208.433677662] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755209.433478247] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755210.433735383] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755211.431015916] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755212.432625804] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755213.433516771] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755214.433899883] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755215.434033884] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755216.433596476] [vehicle_control_string_builder]: Published control string: {}
[INFO] [1775755217.433669287] [vehicle_control_string_builder]: Published contro
